タイムスタンプ,注文を割り振った車両番号を入力して下さい,注文は個人のお客さんと店舗のどちらでしたか?,個人からの注文だった場合、お客さんの性別はどちらでしたか?,このお客さんからの注文は何度目ですか?,お客さんの国籍はどちらでしたか?,注文を受けたのは業務開始から何時間以内ですか?,注文を受けた地域の周辺で何か事故や道路工事、年中行事などはありましたか? ,注文を受けた時間の忙しさはどの程度でしたか?,お客さんの印象はどうでしたか?,お客さんの酩酊度はどの程度でしたか?,乗車において店側、あるいはお客さん同士の乗車サポートがありましたか?,どんな車両でしたか?あてはまるものすべてにチェックして下さい。,あなたにとってこの注文の移動距離は最適でしたか?,注文を受けたお客さんは過去に問題を起こしていましたか?,今回生じたトラブル全てをチェックして下さい,このマッチングを評価して下さい,入力完了フラグ,,,,,
1900/1/0,3号車,個人注文,男性,はじめて,日本人,8時間以内,なかった,全く忙しくなかった,まぁまぁ良かった,少したどたどしいが、まだ会話ができる,,,注文を受けたかった距離よりも短く感じる,起こしていない,,まぁまぁ良かった,not completed,,,,,
1900/1/0,3号車,個人注文,男性,はじめて,日本人,2時間以内,なかった,ある程度忙しかった,良くなかった,問題なく会話ができる,,,注文を受けたかった距離よりも短く感じる,起こしていない,,全く良くなかった,not completed,,,,,
1900/1/0,3号車,店舗注文,店舗,5回以上,日本人,2時間以内,なかった,ある程度忙しかった,良かった,問題なく会話ができる,,,受けたかった注文の移動距離よりも長く感じる,起こしていない,,良かった,not completed,,,,,
1900/1/0,1号車,個人注文,男性,5回以上,日本人,2時間以内,,かなり忙しかった,良かった,問題なく会話ができる,なかった,,受けたかった注文の移動距離よりも長く感じる,起こしていない,,良かった,not completed,,,,,
1900/1/0,3号車,店舗注文,店舗,はじめて,日本人,,なかった,ある程度忙しかった,まぁまぁ良かった,,,,ほぼ注文を受けたかった距離だった,起こしていない,,良かった,not completed,,,,,
1900/1/0,1号車,店舗注文,店舗,はじめて,日本人,,なかった,ある程度忙しかった,,,,,注文を受けたかった距離よりも短く感じる,起こしていない,,まぁまぁ良かった,not completed,,,,,
1900/1/0,3号車,個人注文,男性,はじめて,日本人,,なかった,全く忙しくなかった,まぁまぁ良かった,,,,,起こしていない,,まぁまぁ良かった,not completed,,,,,
1900/1/0,2号車,個人注文,男性,はじめて,日本人,,なかった,全く忙しくなかった,まぁまぁ良かった,問題なく会話ができる,,,ほぼ注文を受けたかった距離だった,起こしていない,,まぁまぁ良かった,not completed,,,,,
1900/1/0,1号車,,,,,,,,,,,,,,,,not completed,,,,,
1900/1/0,1号車,個人注文,男性,はじめて,日本人,,なかった,全く忙しくなかった,まぁまぁ良かった,問題なく会話ができる,,,注文を受けたかった距離よりも短く感じる,起こしていない,,まぁまぁ良かった,not completed,,,,,
1900/1/0,1号車,個人注文,男性,2回から4回目,日本人,,なかった,全く忙しくなかった,良かった,問題なく会話ができる,,,,起こしていない,,まぁまぁ良かった,not completed,,,,,
1900/1/0,3号車,個人注文,女性,はじめて,日本人,,なかった,全く忙しくなかった,良かった,問題なく会話ができる,,,ほぼ注文を受けたかった距離だった,起こしていない,,良かった,not completed,,,,,
1900/1/0,1号車,個人注文,女性,はじめて,日本人,8時間以内,なかった,全く忙しくなかった,あまり良くなかった,問題なく会話ができる,なかった,,注文を受けたかった距離よりも短く感じる,起こしていない,,あまり良くなかった,not completed,,,,,
1900/1/0,1号車,個人注文,女性,はじめて,,8時間以内,なかった,全く忙しくなかった,まぁまぁ良かった,少したどたどしいが、まだ会話ができる,なかった,,,起こしていない,忘れ物,まぁまぁ良かった,not completed,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
